Identifier,Transcription,Characters,Sixtuple,Fanqie
3145,demH,磹㼭,咸開四去添定,徒念
3146,kemH,趝,咸開四去添見,紀念
3147,'emH,酓,咸開四去添影,於念
3148,tsemH,僭,咸開四去添精,子念
3149,dzemH,䁮,咸開四去添從,漸念
3150,kemH,兼搛䱤,咸開四去添見,古念
3151,khemH,傔,咸開四去添溪,苦念
3152,lemH,稴,咸開四去添來,力念
3153,ngjaemH,釅𪙊,咸開三去嚴疑,魚欠
3154,xjaemH,脅姭,咸開三去嚴曉,許欠
3155,khjaemH,㪁𤬰,咸開三去嚴溪,丘釅
3156,mjomH,𦲯𦱏,咸合三去凡明,亡劔
3157,heamH,陷臽錎䱤䐄,咸開二去咸匣,戸韽
3158,'eamH,韽淊𤟟揞,咸開二去咸影,於陷
3159,tsreamH,蘸,咸開二去咸莊,莊陷
3160,treamH,𪉜𣳤站,咸開二去咸知,陟陷
3161,kheamH,歉䫡,咸開二去咸溪,口陷
3162,dreamH,𧸖賺詀譧站,咸開二去咸澄,佇陷
3163,dzreamH,儳𨼮䪌,咸開二去咸崇,仕陷
3164,keamH,𪉦䫡,咸開二去咸見,公陷
3165,nreamH,諵,咸開二去咸娘,尼賺
3166,ngeamH,顑,咸開二去咸疑,玉陷
3167,kaemH,鑑鑒監𥌈㔋,咸開二去銜見,格懺
3168,tsrhaemH,懺儳摲𤮭㺖嚵,咸開二去銜初,楚鑑
3169,tsraemH,覱𩈻𩅼,咸開二去銜莊,子鑑
3170,sraemH,釤䀐㣌,咸開二去銜生,所鑑
3171,xaemH,㒈譀闞,咸開二去銜曉,許鑑
3172,baemH,埿湴,咸開二去銜並,蒲鑑
3173,haemH,㽉㯺,咸開二去銜匣,胡懺
3174,dzraemH,鑱䪌欃䳻讒艬,咸開二去銜崇,士懺
3175,'aemH,𪒠,咸開二去銜影,
3176,bjomH,梵帆颿,咸合三去凡並,扶泛
3177,phjomH,泛汎𠆩䀀𥁔氾䒦姂,咸合三去凡滂,孚梵
3178,kjaemH,劔劍,咸開三去嚴見,居欠
3179,khjaemH,欠㐸,咸開三去嚴溪,去劔
3180,'jaemH,俺㤿淹𦑎㛪裺䛳覎,咸開三去嚴影,於劔
3181,'uwk,屋𡲃𦤼剭𨜘𪑱䑁,通開一入東影,烏谷
3182,duwk,獨黷讟髑䫳殰讀櫝牘儥㾄贕碡䢱䮷皾𤟩襡韣瓄瀆𨽍豄韇嬻犢𪇆罜㒔匵,通開一入東定,徒谷
3183,kuwk,穀糓轂榖濲谷瑴𪇗𣨍𪕸䜼𧣡䐨𤞞𥆌䀰唂,通開一入東見,古禄
3184,huwk,縠槲斛螜𧂔礐觳蔛𣫈𣹬䶜㽇䈸焀,通開一入東匣,胡谷
3185,khuwk,哭䍍㲉䧊䵈㲄𣫓𪍠,通開一入東溪,空谷
3186,thuwk,秃禿𣬜䛢𢬳鵚,通開一入東透,他谷
3187,tuwk,𣫔啄䐁𡰪𧞐𢽴竺剢,通開一入東端,丁木
3188,suwk,速遬𧫣蔌餗𩱖𨄞樕𣫎㑛梀𪋝藗殐嗽𡖯棴涑觫簌,通開一入東心,桑谷
3189,luwk,禄祿鹿漉渌淥觻睩䚄龣𨏔轆㼾𦪇琭簏箓螰䍡麓㯟碌盝𥂖䮽磟簶𧌍谷娽𥉶摝𥛞𦌟𥂇𤽺廘角甪𥪋彔濼鏕趢䎑𨌠㪖𩅄蔍鄜簏,通開一入東來,盧谷
3190,xuwk,嗀豰熇𦞦𧹲㷤嚛,通開一入東曉,呼木
3191,dzuwk,族銼鑿,通開一入東從,昨木
3192,tshuwk,簇瘯䃚蔟趗梀,通開一入東清,千木
3193,tsuwk,鏃鎐,通開一入東精,作木
3194,buwk,暴曝瀑䗱㲫樸僕䑑𥐁菐𡕡穙,通開一入東並,蒲木
3195,phuwk,扑撲醭濼墣𥣜𪔿攴骲𪐙䴆,通開一入東滂,普木
3196,puwk,卜濮䧤轐𡡐樸獛蹼纀襆𩯏䪁鳪𪇰,通開一入東幫,博木
3197,muwk,木沐朷毣鶩霂𨍎㡔蓩艒鞪楘蚞,通開一入東明,莫卜
3198,pjuwk,福腹複幅輻葍蝠𥳇鍑鶝踾輹菐偪楅𦿁𠋩,通開三入東幫,方六
3199,bjuwk,伏復虙服𦨈茯馥鵩鞴蕧輹𨋩澓椱洑箙𩋟𨌥𤸑𪃃𩢰𥨍棴复畐絥𩊙𩎧菔匐鰒𥪋栿袱,通開三入東並,房六
3200,srjuwk,縮莤𩘹𧽏樎蹜謖䎘㩋摍𧐴摵謏,通開三入東生,所六
3201,ljuwk,六陸戮剹勠稑穋鵱蓼𦾷𩣱鯥𦸐磟𧌉淕䡜坴𡴆踛僇𥚊,通開三入東來,力竹
3202,drjuwk,逐軸碡妯舳筑柚鱁𧏿蓫䮱篴,通開三入東澄,直六
3203,kjuwk,菊鞠蘜𧃓㥌𡙳掬匊𥷤𦶗鞫𡫬𥩁㹼𪈓鵴𨸰㘲㽤䱡椈巈臼䳔𩛺諊𩬜踘閰𣐊𧿻泦趜,通開三入東見,居六
3204,khjuwk,麴𥶶𩍔麯鞠𠤄,通開三入東溪,驅匊
3205,dzyuwk,熟孰淑塾𨷙璹婌䃞,通開三入東常,殊六
3206,tsyhuwk,俶柷琡𣥹埱,通開三入東昌,昌六
3207,yuwk,育毓鬻粥𩱱䋭𧷗儥棛錥煜焴昱蒮淯蜟𢌻堉喅𤳕𥉑逳𦱀蘛,通開三入東以,余六
3208,gjuwk,驧𩣽趜䱡鵴𪁁鞠毱䗇踘䜯𠤄,通開三入東群,渠竹
3209,tshjuwk,蹴鼀殧,通開三入東清,七宿
3210,nyuwk,肉衄鱬朒,通開三入東日,如六
3211,tsyuwk,粥喌祝柷琡,通開三入東章,之六
3212,syuwk,叔儵倐倏透虪𨁀鮛掓𢞣翛尗菽㶖,通開三入東書,式竹
3213,xjuwk,蓄稸畜㜅鄐荲蓫慉𥈆𤲸,通開三入東曉,許竹
3214,trjuwk,竹竺筑築𥴁茿,通開三入東知,張六
3215,tsjuwk,蹙踧𧑙𠴫㗤噈摵槭殧𣤶𥷛縬𣢰𦟠顣䙘蹴,通開三入東精,子六
3216,tsrhjuwk,珿矗𪘏𨴖𧯩䎌,通開三入東初,初六
3217,nrjuwk,肭恧𦗂忸衄䖡䂇沑,通開三入東娘,女六
3218,tsrjuwk,縬𡎺,通開三入東莊,側六
3219,phjuwk,蝮覆蕧𩯅副㙏𥨍䔰,通開三入東滂,芳福
3220,'juwk,郁戫彧燠栯噢墺䐿薁澳隩䉛𣢜𨞓𪑝稶懊㰲𠸹𨪎,通開三入東影,於六
3221,sjuwk,肅宿蓿夙𠈇𠉦玊鷫𪄑蟰驌䎘𩘹鱐䃤𤥔潚橚㩋䑿㑉璛㪩,通開三入東心,息逐
3222,mjuwk,目睦穆苜𦱒牧㙁坶繆萺㣎㾇,通開三入東明,莫六
3223,hjuwk,囿哊,通開三入東云,于六
3224,trhjuwk,蓄稸苖荲矗滀蓫敊傗搐鄐畜,通開三入東徹,丑六
3225,ngjuwk,砡,通開三入東疑,魚菊
3226,dzjuwk,𣤶,通開三入東從,才六
3227,'owk,沃鋈鱟䑁䁷觷䮸,通開一入冬影,烏酷
3228,dowk,毒𡴛𡹆𦺇蝳瑇纛𢃶碡,通開一入冬定,徒沃
3229,towk,篤竺督𧝴𧛔𧞶錖𤬂𥓍裻𡰪,通開一入冬端,冬毒
3230,khowk,酷焅𥞴嚳硞𡷥,通開一入冬溪,苦沃
3231,howk,鵠㿥翯隺𤌍頶𨴬礐,通開一入冬匣,胡沃
3232,bowk,僕䑑瞨鏷䗱轐䴆,通開一入冬並,蒲沃
3233,sowk,洬裻,通開一入冬心,先篤
3234,kowk,梏牿䧼䅵告郜祰䧊䶜,通開一入冬見,古沃
3235,mowk,瑁𣔺媢艒萺,通開一入冬明,莫沃
3236,xowk,熇臛嚛歊,通開一入冬曉,火酷
3237,nowk,褥耨耨搙,通開一入冬泥,内沃
3238,tsowk,傶𣪻錊,通開一入冬精,將毒
3239,powk,襮犦𪇰,通開一入冬幫,博沃
3240,lowk,濼,通開一入冬來,盧毒
3241,ngowk,𤛹,通開一入冬疑,五沃
3242,tsyowk,燭屬属矚䌵囑鸀䟉㰲噣蠾韣蠋,通開三入鍾章,之欲
3243,ngjowk,玉獄頊鳿鈺,通開三入鍾疑,魚欲
3244,xjowk,旭頊勗勖𩔴𩪉,通開三入鍾曉,許玉
3245,kjowk,鋦輂挶臼絭梮䡞㮂䋰拲𦅽𧤑,通開三入鍾見,居玉
3246,gjowk,局跼侷駶䎤,通開三入鍾群,渠玉
3247,dzyowk,蜀韣蠾欘屬属㻿襡䙱襩㒔鐲,通開三入鍾常,市玉
3248,tsyhowk,觸觕歜臅,通開三入鍾昌,尺玉
3249,nyowk,辱蓐褥鄏縟溽媷㦺嗕𪑾𩱜,通開三入鍾日,而蜀
3250,syowk,束㑛,通開三入鍾書,書玉
3251,yowk,欲浴鵒𩀑鋊輍𤞞慾谷峪,通開三入鍾以,余蜀
3252,drjowk,躅蠾蠋,通開三入鍾澄,直録
3253,ljowk,綠緑録錄渌淥醁碌䚄騄菉逯㫽䱚籙䟿𧨹趢㪖娽,通開三入鍾來,力玉
3254,khjowk,曲䱡䒼匤蛐髷,通開三入鍾溪,丘玉
3255,trjowk,瘃𤷚孎钃斸欘𢒔,通開三入鍾知,陟玉
3256,tsjowk,足哫,通開三入鍾精,即玉
3257,zyowk,贖𩌮䴰,通開三入鍾船,神蜀
3258,bjowk,幞襆,通開三入鍾並,房玉
3259,tshjowk,促誎𥻆憟𣯼㔄,通開三入鍾清,七玉
3260,zjowk,續俗藚𩌮,通開三入鍾邪,似足
3261,sjowk,粟𥻆憟𣯼㔄涑玊,通開三入鍾心,相玉
3262,pjowk,䪁,通開三入鍾幫,封曲
3263,trhjowk,梀亍𥹵𧼙𢒔㙇豖,通開三入鍾徹,丑玉
3264,kaewk,覺斠角桷較䡈珏玨瑴䮸䚫榷捔搉䁷梏傕䮤龣,江開二入江見,古岳
3265,ngaewk,嶽岳樂鸑𩓥觷捳㹊,江開二入江疑,五角
3266,dzraewk,浞丵鋜鐲灂鷟捔澩篧汋齺𢋱𨖮簎,江開二入江崇,士角
3267,tsraewk,捉穛𥼚穱斮篧𧂒,江開二入江莊,側角
3268,sraewk,朔欶嗽矟槊蒴數箾𦂗㮶揱𦋞搠嗍,江開二入江生,所角
3269,traewk,卓斲涿諑㧻琢孎桌𥢔啄斀啅噣𢁁䐁倬晫𢽚菿,江開二入江知,竹角
3270,paewk,剝剥駮駁𩐟𦢊嚗𥭖肑爆𪇰髉㿺䑈趵,江開二入江幫,北角
3271,maewk,邈藐㦝眊皃毣瞀𢷕瞐,江開二入江明,莫角
3272,baewk,跑雹𩅟𢷏𩣡䮀骲𩺽䈏瓝瓟㼎謈犦豰窇𥭓𦢊懪㩧,江開二入江並,蒲角
3273,phaewk,璞㩧樸朴㹒攴墣圤颮鞄謈𤆝𥛟㺪𧴤,江開二入江滂,匹角
3274,khaewk,殼𣪊殻毃愨搉確碻𤿩㲉觳燩嶨礐塙𣤇硞𡴊埆𡇱,江開二入江溪,苦角
3275,draewk,濁擢濯鵫嬥𧃔鐲𢺡㺟鸀蠗鸐𩑂𢢗𩆸㪬,江開二入江澄,直角
3276,'aewk,握渥偓箹幄楃喔鷽葯腛𪑱齷媉𦯏龏𠿟䮸,江開二入江影,於角
3277,nraewk,搦掉䚥𧢺搙𧣺,江開二入江娘,女角
3278,trhaewk,逴趠晫踔㪬戳,江開二入江徹,敕角
3279,laewk,犖䃕𡁆,江開二入江來,呂角
3280,haewk,學确嶨𥀣鷽澩觷㿥翯,江開二入江匣,胡覺
3281,xaewk,㕰豿𩌥翯嗀𦰾謞瀥䤕滈,江開二入江曉,許角
3282,tsrhaewk,娖䃗𪘏娕擉齱𥭓齪,江開二入江初,測角
3283,tsyit,質晊郅桎櫍蛭騭劕銍䑇鑕𡂒懫礩侄,臻開三入眞章,之日
3284,nyit,日馹衵臸㠴,臻開三入眞日,人質
3285,zyit,實,臻開三入眞船,神質
3286,drit,秩紩帙袠柣翐姪妷豑𣗻𧽮𡙮,臻開三入眞澄,直一
3287,sit,悉厀膝蟋𧀬䊝僁窸,臻開三入眞心,息七
3288,'jit,一弌壹,臻開三入眞影,於悉
3289,tshit,七柒漆䣛𪄭桼㳟𣛺𦸓㯃,臻開三入眞清,親吉
3290,phjit,匹鷝𠯔䏘,臻開三入眞滂,譬吉
3291,kjit,吉拮趌狤𧾢郆洁𤿠,臻開三入眞見,居質
3292,nrit,暱昵衵䵒䵑䘌㥾,臻開三入眞娘,尼質
3293,yit,逸佚佾溢軼鎰泆齸劮欥䭿䳀,臻開三入眞以,夷質
3294,khjit,詰蛣𩢴趌,臻開三入眞溪,去吉
3295,xjit,欯欪咭恄㣟,臻開三入眞曉,許吉
3296,trhit,抶咥跮眣,臻開三入眞徹,丑栗
3297,lit,栗㮚𣡷慄溧䬆𠞉鷅凓篥麜𨍫瑮𦃊塛搮䔁㗚㟳,臻開三入眞來,力質
3298,trit,窒挃庢銍秷𦤻㲳㗧𪗻𨖹螲𥎹,臻開三入眞知,陟栗
3299,dzit,疾𤕺嫉蒺㑵𧎿揤愱槉𠹋𧪠,臻開三入眞從,秦悉
3300,tsrhit,㓼𠞩𪘧䜉,臻開三入臻初,初栗
3301,syit,失室𩋡,臻開三入眞書,式質
3302,tsit,堲唧㘍㲺𢪍𧉍蝍楖,臻開三入眞精,資悉
3303,mjit,蜜𧖅謐䤉榓𥁑宓淧𥋱,臻開三入眞明,彌畢
3304,pjit,必畢篳蓽韠㻫䟆蹕滭㪤鷝觱珌㓖熚𡠚彃㮿縪鮅饆鏎𠦒𡻞𥀕𥛘罼,臻開三入眞幫,卑吉
3305,git,姞佶鮚趌狤,臻開三入眞群,巨乙
3306,bjit,邲比柲馝苾䩛佖鮩駜坒飶綼鮅怭泌𨠔䖩吡𣢠咇妼,臻開三入眞並,毗必
3307,hwit,䫻𣅕汨𦳯㧒,臻合三入眞云,于筆
3308,srwit,率帥蟀𧍓䢦𠞩𧜠咰𠌭𧗿,臻合三入諄生,所律
3309,tsyhit,叱,臻開三入眞昌,昌栗
3310,dzrit,𪗨,臻開三入臻崇,仕叱
3311,mit,密𡶇宓蔤滵沕樒𥄃𪅮𥉴,臻開三入眞明,美畢
3312,bit,弼𢐀㢸㔗䄶𢘍駜胇邲佖,臻開三入眞並,房密
3313,'it,乙鳦亄,臻開三入眞影,於筆
3314,ngit,耴聉㔎𡿪圪𦨇𠡝,臻開三入眞疑,魚乙
3315,pit,筆潷鉍柲泌𢴩咇㻶𨅗,臻開三入眞幫,鄙密
3316,trwit,茁,臻合三入諄知,徵筆
3317,xit,肸,臻開三入眞曉,羲乙
3318,kit,曁,臻開三入眞見,居乙
3319,trit,蛭,臻開三入眞知,丁悉
3320,xwit,獝,臻合三入諄曉,況必
3321,zywit,術述秫术沭噊袕潏鱊驈𧑐,臻合三入諄船,食聿
3322,kwit,橘𦺖繘𧾣𧽻䤎𦙮𣎛,臻合三入諄見,居聿
3323,dzwit,崒踤誶捽,臻合三入諄從,慈卹
3324,ywit,聿窵鴪燏遹鷸驈繘𩙅潏矞霱𧑐䢖芛欥鱊噊䋖銉𦒔𥎐,臻合三入諄以,餘律
3325,tswit,卒𣨛䱣㰵啐,臻合三入諄精,子聿
3326,swit,卹恤戌訹珬𧪞䳳賉𣸃㖅𧊥銊欰𥚋𨜿,臻合三入諄心,辛聿
3327,lwit,律寽繂膟䔞葎𥭐𠷈,臻合三入諄來,呂卹
3328,trhwit,黜怵𧺶炪䟣㤕𤝞欪,臻合三入諄徹,丑律
3329,trwit,㤕窋絀䂐㑁逫𡢑泏,臻合三入諄知,竹律
3330,drwit,术𦬸炢,臻合三入諄澄,直律
3331,tsyhwit,出,臻合三入諄昌,赤律
3332,tshwit,焌黢,臻合三入諄清,倉聿
3333,tsrwit,𠭴𦦖,臻合三入諄莊,側律
3334,xwit,䎉怴䬂𥄵,臻合三入諄曉,許聿
3335,tsrit,櫛楖瀄㘉𥠈擳,臻開三入臻莊,阻瑟
3336,srit,瑟飋蟋蝨虱璱𦆄,臻開三入臻生,所櫛
3337,dzrit,𪗨,臻開三入臻崇,崱瑟
3338,mjut,物勿芴伆𣃦岉𨑥昒沕,臻合三入文明,文弗
3339,pjut,弗紱黻綍紼芾巿韍不𨚓翇柫𡗻冹帗𩖼笰𤊸髴甶,臻合三入文幫,分勿
3340,'jut,鬱欝灪爩𩚴黦𥘄菀尉熨蔚𩰪,臻合三入文影,紆物
3341,kjut,𠀔孒𦁐厥屈鶌趉𧱝𠜾䠇,臻合三入文見,九勿
3342,khjut,屈詘𧌑,臻合三入文溪,區勿
3343,gjut,倔䠇崛𡲬䘿𡲗堀𧱝掘,臻合三入文群,衢物
3344,bjut,佛怫坲𡶒咈䞞刜炥𣀣,臻合三入文並,符弗
3345,xjut,䬍𩘐欻𦱧㗵烼,臻合三入文曉,許勿
3346,hjut,䬑𢯮觱抭䁌𢔥,臻合三入文云,王勿
3347,phjut,拂𢂀嶏茀祓艴刜乀䭮𧿳髴彿,臻合三入文滂,敷勿
3348,ngjut,崛,臻合三入文疑,魚勿
3349,xjɨt,迄仡釳肸忔䒗䛥莔汔,臻開三入欣曉,許迄
3350,kjɨt,訖吃扢曁䰴,臻開三入欣見,居乙
3351,ngjɨt,疙屹圪仡𧆫,臻開三入欣疑,魚迄
3352,gjɨt,䞘𢇓,臻開三入欣群,其迄
3353,khjɨt,乞䒗契,臻開三入欣溪,去迄
3354,ngjwot,月刖跀𧿁軏抈扤枂鈅玥𦘹,山合三入元疑,魚厥
3355,bjot,伐筏栰罰閥垡橃䑔瞂拔茷藅坺䣹,山合三入元並,房越
3356,hjwot,越𨒋粤粵戉鉞䋐樾蚏曰𥩡𡛟璏熭𣐋𧊎泧,山合三入元云,王伐
3357,kjwot,厥氒蹶𨇮𧽸𧼞瘚劂蕨蟨蟩橜橛𥕲𠢤欮撅鱖孒孓𠄌獗,山合三入元見,居月
3358,'jwot,𡡕𩚴噦黦,山合三入元影,於月
3359,gjwot,掘𧤼鷢橜橛撅蹷掘赶憠𨬐䞷𣖬𩪜𠄌,山合三入元群,其月
3360,khjwot,闕㵐𦁐,山合三入元溪,去月
3361,pjot,發髮𩠖𩑛颰冹,山合三入元幫,方伐
3362,mjot,韤韈襪𥄎㒝,山合三入元明,望發
3363,xjwot,䬂䟠泧狘䎀㞽,山合三入元曉,許月
3364,'jot,謁閼暍𢉥黦,山開三入元影,於歇
3365,xjot,歇蠍猲𤢔𦪬,山開三入元曉,許謁
3366,kjot,揭訐𧼨羯𢶆鍻,山開三入元見,居謁
3367,gjot,𢷒揭竭碣楬,山開三入元群,其謁
3368,phjot,怖,山合三入元滂,拂伐
3369,ngjot,钀,山開三入元疑,語訐
3370,mwot,沒没殁歿𤣻𩑦𠬛莈,臻合一入魂明,莫勃
3371,thwot,宊,臻合一入魂透,土骨
3372,kwot,骨縎鶻滑䮩啒淈汩愲蓇尳㾶榾䓛扢㒴,臻合一入魂見,古忽
3373,bwot,勃渤𩣡𩱚餑𡋯馞悖䄶郣浡𣭷𢠜㪍誖㶿桲孛艴挬脖𦸦鵓,臻合一入魂並,蒲没
3374,twot,咄柮𩢎𩨳,臻合一入魂端,當没
3375,thwot,宊棁𠫓𡿮㥆䠈,臻合一入魂透,他骨
3376,dwot,突揬腯鼵葖鶟堗𦩤鈯𦔅𣔻凸𡿮鍎,臻合一入魂定,陀骨
3377,'wot,𩑦腽膃殟嗢䯉榅揾淴馧,臻合一入魂影,烏没
3378,xwot,忽昒㾁匫寣笏䩐曶𨑥啒𣓗㦌𦁕䝆惚,臻合一入魂曉,呼骨
3379,ngwot,兀扤杌屼矹䦍鼿𦨉䑢𠨜㽾𤴰軏𧈭刖𦬂,臻合一入魂疑,五忽
3380,phwot,䪬昢哱㛘馞,臻合一入魂滂,普没
3381,lwot,𢂤硉𨁸𥓎㪐,臻合一入魂來,勒没
3382,khwot,窟顝泏𩑔矻堀𡑧㧾圣㩿𡑣䯇𡼿𥌄胐,臻合一入魂溪,苦骨
3383,nwot,訥㕯肭抐𣧍,臻合一入魂泥,内骨
3384,swot,窣𪌯𪍛㲞𪖶𪅄㞕,臻合一入魂心,蘇骨
3385,tshwot,猝卒𣨛𢪃𥾛,臻合一入魂清,倉没
3386,dzwot,捽椊𪘧䚝崪𩩠,臻合一入魂從,昨没
3387,hot,麧𥝖齕紇淈,臻開一入痕匣,下没
3388,hwot,搰扢𣝗𦗣𦖼抇鶻尳㨡𡰅滑,臻合一入魂匣,戸骨
3389,tswot,卒倅稡,臻合一入魂精,臧没
3390,hat,曷褐毼鶡蝎餲䫘𩩲骱㮫鞨,山開一入寒匣,胡葛
3391,xat,䫘𠿒喝猲𦤦㿣暍𩡔,山開一入寒曉,許葛
3392,tat,怛𢛁妲呾炟䵣狚笪𦬹靼,山開一入寒端,當割
3393,that,闥㒓撻躂澾獺䲚𣥂羍𦍒達汏噧韃,山開一入寒透,他達
3394,'at,遏齃頞堨閼胺餲靄咹𠥜𢉥,山開一入寒影,烏葛
3395,lat,剌揧辢䓶辣瘌攋糲癩𢈠轢𢃴䶛㻝𥈙楋喇蝲,山開一入寒來,盧達
3396,khat,渴㵣𤸎䳚嵑磕骹䅥瞌,山開一入寒溪,苦曷
3397,dat,達薘,山開一入寒定,唐割
3398,dzat,巀囋囐㩵砸,山開一入寒從,才割
3399,ngat,嶭䡾屵枿𣡌櫱𣎴蘖𠱥㩵𠲗歺頇齾,山開一入寒疑,五割
3400,kat,葛䈓獦割𩢛匃丐輵𨞛𥢸㵧,山開一入寒見,古達
3401,sat,躠薩摋𥻦𠱡攃䉈𦼧𨐖撒,山開一入寒心,桑割
3402,tshat,攃擦䌨礤,山開一入寒清,七曷
3403,nat,捺𤷈䖧,山開一入寒泥,奴曷
3404,mat,䔾,山合一入桓明,矛割
3405,mat,末昩𩑷䀛䴲𨣱䬴秣𥬎靺韎苜粖𩱷𥽘䱅眜抹妺𠇱𢗿𡊉瀎𩿣沫𦫕袜茉,山合一入桓明,莫撥
3406,ngwat,枂,山合一入桓疑,五活
3407,dzwat,柮,山合一入桓從,藏活
3408,pat,撥癶袚茇鉢缽盋䳊鱍䢌𩯌襏帗㤄𦪑驋筏鮁,山合一入桓幫,北末
3409,tswat,䰖拶㳨𠛱𨀨𤁢,山合一入桓精,姊末
3410,kwat,括活𣽅髺檜栝聒䒷𦸈鴰萿适銛佸頢劊葀䯏懖𦗾筈,山合一入桓見,古活
3411,khwat,闊蛞筈适䟯𤫵,山合一入桓溪,苦栝
3412,hwat,活𣽅䄆越鬠佸秳姡,山合一入桓匣,戸括
3413,dwat,奪𡙜敚敓脫挩莌痥鮵,山合一入桓定,徒活
3414,xwat,豁𧯆奯濊𤃴泧𣁳眓,山合一入桓曉,呼括
3415,'wat,斡焥䩊捾𣁳嬒䁊睕𥄗,山合一入桓影,烏括
3416,tswat,繓撮攥,山合一入桓精,子括
3417,phat,鏺𢯸𨂩㧊䣪𨡩𣸍𥄱鱍𧘟𦫔䍨𠷑,山合一入桓滂,普活
3418,thwat,侻挩脫莌棁,山合一入桓透,他括
3419,lwat,捋𠜖蛶㸹㭩,山合一入桓來,郎活
3420,twat,掇剟鵽腏祋咄裰敠,山合一入桓端,丁括
3421,tshwat,撮襊,山合一入桓清,倉括
3422,bat,拔跋䟛𧺡𧺺魃𢇷軷䣮馛炦颰癹妭犮䚨胈鈸䳊䮂菝坺𩃶茇䯋,山合一入桓並,蒲撥
3423,heat,黠𩪲䕸䦖,山開二入山匣,胡八
3424,tsreat,札㱜蚻紮𩿤扎,山開二入山莊,側八
3425,beat,拔菝𥎱,山開二入山並,蒲八
3426,kheat,𤫶葜擖劼鬝𩮁𠛉㓤硈𦸉䂒咭𢼣,山開二入山溪,恪八
3427,hweat,滑猾䱻磆螖䴳𧽌鶻,山合二入山匣,戸八
3428,peat,八𩡩朳捌扒㺴䤢哵玐釟,山開二入山幫,博拔
3429,trweat,窡𠿡娺鵽聉,山合二入山知,丁滑
3430,'weat,婠𣁳嗢䯉穵挖嗗,山合二入山影,烏八
3431,nrweat,豽貀㕯肭,山合二入山娘,女滑
3432,tsrheat,𪙻䕓察詧𣘤𥉻𩴳檫,山開二入山初,初八
3433,kweat,劀𠟽鱊,山合二入山見,古滑
3434,keat,戛扴圿稭鴶楔秸骱鞂砎忦嘎𠜵𪃈袺㮖磍頡恝,山開二入山見,古黠
3435,'eat,軋圠揠嫼䝟猰穵𥈔䰲窫,山開二入山影,烏黠
3436,sreat,殺煞鎩𣻑帴蔱榝,山開二入山生,所八
3437,meat,㑻䀣齂䯦𪒜睰礣,山開二入山明,莫八
3438,xeat,傄䀨,山開二入山曉,呼八
3439,nreat,痆𤷈𧞍,山開二入山娘,女黠
3440,ngweat,𦤙聉𦘍,山合二入山疑,五滑
3441,khweat,䯇,山合二入山溪,口滑
3442,pheat,汃𪗔碒𨋐叭,山開二入山滂,普八
3443,tsrweat,茁,山合二入山莊,鄒滑
3444,haet,鎋舝轄𪗾鶷砎𧕱𤪍𦵯𡑧縖𩝛𥰶𠢆𢮟,山開二入刪匣,胡瞎
3445,'aet,𪆰䦪𡇼咀劜,山開二入刪影,乙鎋
3446,ngaet,齾聐𩮝𡿖,山開二入刪疑,五鎋
3447,tsrhaet,刹䓭,山開二入刪初,初鎋
3448,khaet,𥴭楬磍趏,山開二入刪溪,枯鎋
3449,xaet,瞎𪗾𩮂㔠,山開二入刪曉,許鎋
3450,trhaet,獺,山開二入刪徹,他鎋
3451,kwaet,刮鴰劀䄆趏,山合二入刪見,古䫄
3452,hwaet,頢𤁪𦧠敌舌𠯑姡咶,山合二入刪匣,下刮
3453,trhwaet,䫄𤁫,山合二入刪徹,丑刮
3454,trwaet,鵽錣窡娺,山合二入刪知,丁刮
3455,srwaet,刷,山合二入刪生,數刮
3456,ngwaet,刖䎳㱚䚴,山合二入刪疑,五刮
3457,tsrhwaet,䵵㔍,山合二入刪初,初刮
3458,maet,𥗥帓帕㩢,山開二入刪明,莫鎋
3459,nrwaet,妠𤬷袦,山合二入刪娘,女刮
3460,paet,捌㭭,山開二入刪幫,百鎋
3461,kaet,𪈟擖𩮁猰,山開二入刪見,古鎋
3462,dzraet,𨰉鍘耫㳐,山開二入刪崇,査鎋
3463,traet,哳𢧖𧶇眣,山開二入刪知,陟鎋
3464,nyaet,𩭿,山開二入刪日,而轄
3465,set,屑楔揳𨇨榍糏僁偰㴽𦵱𦞚㨝,山開四入先心,先結
3466,tshet,切㗫𪙇竊柣沏䟙詧,山開四入先清,千結
3467,ket,結絜潔䥛鍥桔𣚃𧾯𪃈袺拮狤魝𡔣𧍩,山開四入先見,古屑
3468,tset,節𢎛卩癤蝍楶𤁢㸅𡴺𩯰䲙幯𠬨𧞩,山開四入先精,子結
3469,xwet,血𥅧䆷䆝䦑泬疦瞲決䛎䒸坹,山合四入先曉,呼決
3470,khwet,闋湀𨴒缺,山合四入先溪,苦穴
3471,kwet,決决玦潏䀗譎訣𧤾觼鐍駃𦯊芵赽鴂鈌𣬎觖騤㭈疦蚗趹憰𧝃䏐抉,山合四入先見,古穴
3472,hwet,穴坹䋉袕,山合四入先匣,胡決
3473,'wet,抉䆕妜焆𥈾䆢,山合四入先影,於決
3474,det,姪眣昳胅凸垤耋迭跌絰驖嵽軼䭿𨳺瓞咥墆戜苵镻䳀荎𪗻𢲼恎詄摕𪀒𠽧𡼄泆𥑇趃㦅,山開四入先定,徒結
3475,thet,鐵銕僣餮飻蛈𢶋驖,山開四入先透,他結
